Chrom	Strand	Gene	Transcript	first_exon	last_exon	pos1	pos2
12	-	STAC3	NM_145064	2	12	57637595	57643419
12	-	STAT2	NM_005419	2	24	56737173	56750355
12	-	STAT6	NM_003153	2	22	57490355	57502061
12	-	STX2	NM_194356	1	10	131280585	131323644
12	-	STYK1	NM_018423	3	11	10772743	10787217
12	-	SVOP	NM_018711	1	15	109306311	109458673
12	-	SYCP3	NM_001177948	2	9	102122705	102131713
12	-	SYT10	NM_198992	1	7	33529765	33592457
12	-	TAC3	NM_013251	2	6	57406163	57409581
12	-	TAOK3	NM_016281	3	21	118588802	118693372
12	-	TAS2R10	NM_023921	1	1	10977945	10978868
12	-	TAS2R13	NM_023920	1	1	11060986	11061897
12	-	TAS2R14	NM_023922	1	1	11090853	11091806
12	-	TAS2R19	NM_176888	1	1	11174271	11175170
12	-	TAS2R20	NM_176889	1	1	11149545	11150474
12	-	TAS2R30	NM_001097643	1	1	11285884	11286843
12	-	TAS2R31	NM_176885	1	1	11183005	11183934
12	-	TAS2R42	NM_181429	1	1	11338599	11339543
12	-	TAS2R43	NM_176884	1	1	11243899	11244828
12	-	TAS2R46	NM_176887	1	1	11213964	11214893
12	-	TAS2R50	NM_176890	1	1	11138560	11139459
12	-	TAS2R7	NM_023919	1	1	10954213	10955169
12	-	TAS2R8	NM_023918	1	1	10958650	10959579
12	-	TAS2R9	NM_023917	1	1	10961736	10962674
12	-	TBX3	NM_016569	1	8	115109646	115121005
12	-	TBX5	NM_181486	2	9	114793337	114841703
12	-	TESC	NM_017899	1	8	117476938	117537087
12	-	TFCP2	NM_005653	1	15	51489024	51566205
12	-	TIMELESS	NM_003920	2	29	56811500	56827954
12	-	TM7SF3	NM_016551	1	12	27126898	27167101
12	-	TMBIM4	NM_016056	1	7	66531740	66563731
12	-	TMCC3	NM_020698	1	4	94965211	95044206
12	-	TMEM116	NM_001193531	2	11	112369425	112443074
12	-	TMEM119	NM_181724	2	2	108985308	108986159
12	-	TMEM132D	NM_133448	1	9	129558420	130387884
12	-	TMEM194A	NM_001130963	1	9	57453662	57472528
12	-	TMTC1	NM_001193451	1	18	29659779	29936684
12	-	TNFRSF1A	NM_001065	1	10	6438478	6450980
12	-	TRIAP1	NM_016399	1	2	120882675	120884175
12	-	TRPV4	NM_021625	2	16	110221426	110252601
12	-	TSPAN19	NM_001100917	2	9	85408266	85423724
12	-	TSPAN8	NM_004616	2	9	71519114	71551458
12	-	TUBA1A	NM_006009	1	4	49578793	49582762
12	-	TUBA1B	NM_006082	1	4	49521741	49525083
12	-	TWF1	NM_001242397	1	10	44189388	44200048
12	-	UBC	NM_021009	2	2	125396260	125398317
12	-	UBE2N	NM_003348	1	4	93803815	93835660
12	-	UHRF1BP1L	NM_015054	1	21	100431414	100536413
12	-	USP44	NM_001042403	2	6	95911930	95928032
12	-	VAMP1	NM_014231	1	5	6573636	6579697
12	-	VDR	NM_001017536	1	10	48238529	48298413
12	-	VPS29	NM_057180	1	5	110929810	110939856
12	-	VPS33A	NM_022916	1	13	122716793	122750955
12	-	VPS37B	NM_024667	1	4	123351663	123380609
12	-	VSIG10	NM_019086	1	9	118504444	118541476
12	-	VWF	NM_000552	2	52	6058181	6232362
12	-	WBP11	NM_016312	2	12	14939999	14954317
12	-	WIBG	NM_032345	1	3	56295656	56321545
12	-	WIF1	NM_007191	1	10	65445129	65514971
12	-	WNT10B	NM_003394	2	5	49359878	49364312
12	-	WSB2	NM_018639	1	9	118472001	118498853
12	-	YAF2	NM_001190979	1	5	42554391	42631982
12	-	YARS2	NM_001040436	1	5	32900138	32908808
12	-	ZBTB39	NM_014830	2	2	57396563	57398701
12	-	ZCCHC8	NM_017612	1	14	122958044	122985387
12	-	ZCRB1	NM_033114	2	8	42706869	42717904
12	-	ZFC3H1	NM_144982	1	35	72004208	72057390
12	-	ZNF384	NM_001135734	3	11	6776880	6788686
12	-	ZNF385A	NM_001130967	1	8	54764040	54785028
12	-	ZNF605	NM_001164715	2	5	133501959	133522221
12	-	ZNF641	NM_001172681	2	6	48736756	48741873
13	+	ABHD13	NM_032859	2	2	108881567	108882580
13	+	AKAP11	NM_016248	3	13	42860485	42893364
13	+	ALG11	NM_001004127	1	4	52586555	52602726
13	+	ALOX5AP	NM_001204406	1	6	31287863	31338243
13	+	ARHGEF7	NM_001113511	1	20	111767874	111944679
13	+	ARL11	NM_138450	2	2	50204584	50205174
13	+	ATP11A	NM_032189	1	29	113344731	113536378
13	+	ATP12A	NM_001676	1	23	25254882	25285660
13	+	ATP8A2	NM_016529	1	37	25946351	26594123
13	+	B3GALTL	NM_194318	1	15	31774222	31903805
13	+	BIVM-ERCC5	NM_001204425	1	23	103459618	103528253
13	+	BORA	NM_024808	2	12	73303079	73329354
13	+	BRCA2	NM_000059	2	27	32890598	32972907
13	+	C13orf35	NM_207440	2	3	113333694	113337694
13	+	C1QTNF9	NM_178540	2	4	24890142	24895906
13	+	C1QTNF9B-AS1	NM_001135816	3	4	24465558	24466070
13	+	CARKD	NM_018210	1	10	111268022	111290868
13	+	CCDC70	NM_031290	2	2	52439515	52440216
13	+	CCNA1	NM_003914	1	9	37006759	37016802
13	+	CDADC1	NM_030911	1	10	49822174	49865893
13	+	CDC16	NM_001078645	1	18	115000560	115037918
13	+	CDK8	NM_001260	1	13	26828779	26978218
13	+	CHAMP1	NM_001164144	3	3	115089318	115091756
13	+	CKAP2	NM_001098525	1	9	53029692	53049276
13	+	CLDN10	NM_006984	1	5	96205008	96230268
13	+	CLN5	NM_006493	1	4	77566087	77575104
13	+	CLYBL	NM_206808	1	8	100258950	100543667
13	+	COG3	NM_031431	1	23	46039172	46108866
13	+	COG6	NM_020751	1	19	40229864	40325230
13	+	COL4A2	NM_001846	2	48	110960251	111164538
13	+	CUL4A	NM_001008895	1	20	113863942	113917896
13	+	CYSLTR2	NM_020377	1	1	49280954	49281994
13	+	DAOA	NM_001161812	3	4	106124947	106142430
13	+	DGKH	NM_178009	1	30	42622910	42803324
13	+	DNAJC15	NM_013238	1	6	43597763	43681384
13	+	DNAJC3	NM_006260	1	12	96329510	96443284
13	+	ERCC5	NM_000123	1	15	103498617	103528253
13	+	EXOSC8	NM_181503	1	11	37574943	37583436
13	+	F10	NM_000504	1	8	113777170	113803831
13	+	F7	NM_019616	1	8	113760156	113773322
13	+	FAM124A	NM_001242312	1	4	51796638	51855392
13	+	FAM70B	NM_182614	1	9	114462243	114514876
13	+	FARP1	NM_005766	2	27	98865497	99100571
13	+	FGF9	NM_002010	1	3	22246052	22275574
13	+	FNDC3A	NM_001079673	2	26	49580327	49781531
13	+	FREM2	NM_207361	1	24	39261482	39454924
13	+	FRY	NM_023037	1	61	32605933	32869597
13	+	GPC5	NM_004466	1	8	92051301	93518692
13	+	GPC6	NM_005708	1	9	93879710	95055471
13	+	GPR180	NM_180989	1	9	95254182	95279425
13	+	GRK1	NM_002929	1	7	114321702	114438336
13	+	GSX1	NM_145657	1	2	28366828	28368085
13	+	GTF2F2	NM_004128	1	8	45694791	45857696
13	+	GTF3A	NM_002097	1	9	27998875	28009734
13	+	HNRNPA1L2	NM_001011725	6	6	53216628	53217590
13	+	HS6ST3	NM_153456	1	2	96743117	97485452
13	+	IFT88	NM_006531	2	26	21148525	21265314
13	+	IL17D	NM_138284	2	3	21278141	21296093
13	+	ING1	NM_005537	1	2	111367791	111372279
13	+	IPO5	NM_002271	3	29	98622035	98674076
13	+	ITGBL1	NM_004791	1	11	102105185	102368004
13	+	ITM2B	NM_021999	1	6	48807497	48835360
13	+	KCNRG	NM_173605	1	2	50589630	50594590
13	+	KIAA1704	NM_018559	1	8	45563790	45602138
13	+	KL	NM_004795	1	5	33590579	33638323
13	+	KLF5	NM_001730	1	4	73633466	73650024
13	+	LACC1	NM_001128303	2	6	44455122	44464409
13	+	LAMP1	NM_005561	1	9	113951750	113976736
13	+	LMO7	NM_005358	1	30	76195830	76432079
13	+	LRCH1	NM_001164211	1	20	47127532	47315983
13	+	MBNL2	NM_144778	2	9	97928490	98043590
13	+	MCF2L	NM_001112732	1	30	113623694	113751173
13	+	MLNR	NM_001507	1	2	49794474	49796513
13	+	MPHOSPH8	NM_017520	1	14	20207889	20246015
13	+	MRP63	NM_024026	2	2	21751056	21751364
13	+	MTUS2	NM_001033602	1	14	29598806	30077343
13	+	MYO16	NM_015011	2	35	109318272	109859184
13	+	NAA16	NM_024561	1	20	41885665	41949738
13	+	NBEA	NM_015678	1	58	35516958	36245128
13	+	NDFIP2	NM_019080	1	7	80055339	80125255
13	+	NHLRC3	NM_001012754	1	7	39612777	39622063
13	+	NUDT15	NM_018283	1	3	48611883	48619935
13	+	NUPL1	NM_014089	1	16	25875912	25914272
13	+	OLFM4	NM_006418	1	5	53602972	53624906
13	+	PABPC3	NM_030979	1	1	25670337	25672232
13	+	PAN3	NM_175854	1	19	28712795	28866659
13	+	PCCA	NM_000282	1	24	100741375	101182420
13	+	PCDH17	NM_001040429	1	4	58206681	58299428
13	+	PDS5B	NM_015032	2	35	33222910	33349190
13	+	PDX1	NM_000209	1	2	28494276	28498838
13	+	PHF11	NM_001040443	1	10	50070138	50102801
13	+	PIBF1	NM_006346	2	18	73357608	73590057
13	+	POLR1D	NM_152705	1	3	28196121	28240090
13	+	POMP	NM_015932	1	6	29233322	29252239
13	+	PROZ	NM_003891	1	8	113812975	113826419
13	+	PRR20A	NM_198441	2	3	57715439	57717125
13	+	RAP2A	NM_021033	1	2	98086725	98116696
13	+	RASL11A	NM_206827	1	4	27845082	27847631
13	+	RB1	NM_000321	1	27	48878049	49054207
13	+	RFC3	NM_002915	1	9	34392316	34410432
13	+	RFXAP	NM_000538	1	3	37393495	37401890
13	+	RNASEH2B	NM_024570	1	11	51484213	51530610
13	+	RNF17	NM_031277	1	35	25338342	25453423
13	+	RPL21	NM_000982	2	6	27827914	27830662
13	+	RXFP2	NM_130806	1	18	32313750	32376542
13	+	SAP18	NM_005870	1	4	21714692	21721481
13	+	SCEL	NM_144777	2	33	78130011	78218409
13	+	SERP2	NM_001010897	1	3	44948162	44971448
13	+	SERPINE3	NM_001101320	1	7	51915228	51936133
13	+	SERTM1	NM_203451	2	2	37269216	37269539
13	+	SETDB2	NM_001160308	1	13	50026030	50065985
13	+	SGCG	NM_000231	2	8	23777834	23898680
13	+	SLAIN1	NM_001242868	1	7	78272049	78337355
13	+	SLC25A15	NM_014252	2	7	41367363	41383803
13	+	SLITRK5	NM_015567	2	2	88327644	88330520
13	+	SOX1	NM_005986	1	1	112721973	112723148
13	+	SPACA7	NM_145248	1	7	113030700	113088863
13	+	SPATA13	NM_001166271	2	13	24797068	24876911
13	+	SPERT	NM_152719	1	3	46276526	46288507
13	+	SUGT1	NM_001130912	1	14	53227056	53261970
13	+	TDRD3	NM_001146070	1	13	60971499	61141775
13	+	TFDP1	NM_007111	2	12	114240153	114294582
13	+	TM9SF2	NM_004800	1	17	100153861	100215012
13	+	TMCO3	NM_017905	2	13	114149897	114203853
13	+	TNFRSF19	NM_018647	2	9	24164323	24243263
13	+	TNFSF11	NM_003701	1	5	43148440	43181054
13	+	TNFSF13B	NM_006573	1	6	108922244	108959286
13	+	TPP2	NM_003291	1	29	103249389	103330666
13	+	TRIM13	NM_001007278	3	4	50575242	50587300
13	+	UBAC2	NM_001144072	1	9	99853163	100037589
13	+	UCHL3	NM_006002	1	9	76123957	76179948
13	+	UFM1	NM_016617	1	6	38924057	38934915
13	+	UPF3A	NM_023011	1	10	115047115	115070392
13	+	USPL1	NM_005800	2	9	31195278	31233493
13	+	UTP14C	NM_021645	2	2	52602941	52605241
13	+	WASF3	NM_006646	3	10	27216408	27259982
13	+	WBP4	NM_007187	1	10	41635810	41657050
13	+	WDFY2	NM_052950	1	12	52158824	52333905
13	+	ZIC2	NM_007129	1	3	100634319	100637936
13	+	ZMYM2	NM_197968	3	25	20567213	20660154
13	-	ABCC4	NM_005845	1	31	95673829	95953568
13	-	ADPRHL1	NM_138430	1	7	114077137	114107752
13	-	ALG5	NM_013338	1	10	37524079	37573437
13	-	ANKRD10	NM_017664	1	6	111531984	111567281
13	-	ARGLU1	NM_018011	1	4	107196344	107220267
13	-	ATP4B	NM_000705	1	7	114303689	114312459
13	-	ATP7B	NM_000053	1	21	52508892	52585473
13	-	C1QTNF9B	NM_001007537	1	3	24465428	24471125
13	-	CAB39L	NM_030925	2	9	49884950	49957046
13	-	CARS2	NM_024537	1	15	111293884	111358440
13	-	CCDC122	NM_144974	3	7	44411416	44443512
13	-	CCDC168	NM_001146197	1	4	103381801	103411282
13	-	CCDC169-SOHLH2	NM_001198910	2	16	36743171	36857743
13	-	CDX2	NM_001265	1	3	28537252	28543143
13	-	CENPJ	NM_018451	2	17	25457315	25487163
13	-	COL4A1	NM_001845	1	52	110802710	110959374
13	-	COMMD6	NM_203497	1	5	76100725	76111941
13	-	CPB2	NM_001872	1	11	46627749	46679144
13	-	CRYL1	NM_015974	1	8	20978268	21099933
13	-	CSNK1A1L	NM_145203	1	1	37678380	37679393
13	-	DACH1	NM_080759	1	11	72014787	72440907
13	-	DCLK1	NM_004734	2	18	36348779	36700274
13	-	DCT	NM_001922	1	8	95092152	95131509
13	-	DCUN1D2	NM_001014283	1	7	114112344	114144984
13	-	DHRS12	NM_001031719	2	8	52345375	52373795
13	-	DIAPH3	NM_001042517	1	28	60240718	60737900
13	-	DIS3	NM_014953	1	21	73333933	73355970
13	-	DLEU7	NM_198989	1	2	51287353	51417782
13	-	DOCK9	NM_015296	1	56	99447002	99738605
13	-	DZIP1	NM_198968	4	23	96234488	96294283
13	-	EBPL	NM_032565	1	4	50235104	50265560
13	-	EDNRB	NM_001201397	1	8	78472335	78493750
13	-	EFHA1	NM_152726	1	12	22067388	22178287
13	-	EFNB2	NM_004093	1	5	107145388	107187312
13	-	ELF1	NM_172373	2	9	41507561	41556190
13	-	ENOX1	NM_001127615	4	17	43788126	43987050
13	-	EPSTI1	NM_001002264	1	13	43462386	43566301
13	-	ESD	NM_001984	3	10	47345551	47365548
13	-	FAM123A	NM_152704	1	1	25743742	25745757
13	-	FAM155A	NM_001080396	1	3	107822845	108518944
13	-	FAM194B	NM_182542	3	15	46115597	46171140
13	-	FAM48A	NM_001014286	2	26	37583809	37625627
13	-	FBXL3	NM_012158	2	5	77581280	77595995
13	-	FGF14	NM_175929	1	5	102375181	103054028
13	-	FLT1	NM_002019	1	30	28877304	29068980
13	-	FLT3	NM_004119	1	24	28578189	28674647
13	-	FOXO1	NM_002015	1	2	41133660	41240349
13	-	GAS6	NM_000820	1	15	114523837	114566893
13	-	GJA3	NM_021954	2	2	20716120	20717427
13	-	GJB2	NM_004004	2	2	20763040	20763720
13	-	GJB6	NM_001110221	3	3	20796834	20797619
13	-	GPR12	NM_005288	2	2	27332960	27333964
13	-	GPR18	NM_001098200	2	2	99907131	99908126
13	-	GPR183	NM_004951	2	2	99947314	99948399
13	-	GRTP1	NM_024719	1	8	113978803	114018366
13	-	HMGB1	NM_002128	2	5	31035494	31037817
13	-	HSPH1	NM_006644	1	18	31711455	31735719
13	-	HTR2A	NM_000621	2	4	47408972	47470041
13	-	INTS6	NM_012141	1	18	51939888	52026661
13	-	IRS2	NM_003749	1	2	110408651	110438400
13	-	KATNAL1	NM_001014380	2	11	30782677	30857914
13	-	KBTBD6	NM_152903	1	1	41704623	41706647
13	-	KBTBD7	NM_032138	1	1	41766339	41768393
13	-	KCTD12	NM_138444	1	1	77459306	77460283
13	-	KCTD4	NM_198404	2	2	45767923	45768702
13	-	KDELC1	NM_024089	1	10	103436845	103451020
13	-	KIAA0226L	NM_025113	3	15	46917520	46946610
13	-	KLF12	NM_007249	2	8	74269627	74569159
13	-	KLHL1	NM_020866	1	11	70275834	70681831
13	-	KPNA3	NM_002267	1	17	50275936	50366642
13	-	LATS2	NM_014572	2	8	21549009	21620165
13	-	LCP1	NM_002298	2	16	46701726	46733797
13	-	LECT1	NM_007015	1	7	53277730	53313836
13	-	LHFP	NM_005780	2	4	39918073	40175353
13	-	LIG4	NM_206937	3	3	108860881	108863616
13	-	LNX2	NM_153371	2	10	28122472	28155840
13	-	LPAR6	NM_001162498	1	1	48985525	48986559
13	-	MAB21L1	NM_005584	1	1	36049196	36050275
13	-	MED4	NM_014166	1	7	48651275	48669214
13	-	METTL21C	NM_001010977	1	4	103338381	103346848
13	-	MIPEP	NM_005932	1	19	24304487	24463459
13	-	MRPS31	NM_005830	1	7	41303508	41345272
13	-	MTIF3	NM_001166261	3	5	28009812	28014585
13	-	MTMR6	NM_004685	1	14	25823370	25861385
13	-	MTRF1	NM_004294	2	10	41791251	41835043
13	-	MYCBP2	NM_015057	1	83	77619513	77900910
13	-	MZT1	NM_001071775	1	3	73284460	73301740
13	-	N4BP2L1	NM_052818	1	5	32977079	33002219
13	-	N4BP2L2	NM_033111	2	9	33010519	33111164
13	-	N6AMT2	NM_174928	2	5	21303219	21331737
13	-	NALCN	NM_052867	2	44	101707647	102051477
13	-	NEK3	NM_001146099	2	15	52707278	52730326
13	-	NEK5	NM_199289	3	22	52639543	52701618
13	-	NUFIP1	NM_012345	1	10	45515341	45563571
13	-	OXGR1	NM_080818	4	4	97639000	97640013
13	-	PARP4	NM_006437	2	34	24995257	25077914
13	-	PCDH20	NM_022843	1	2	61985376	61989291
13	-	PCDH8	NM_002590	1	3	53418695	53422571
13	-	PCDH9	NM_203487	2	5	66878787	67802572
13	-	PCID2	NM_001127202	1	14	113832512	113862948
13	-	POSTN	NM_006475	1	23	38137470	38172863
13	-	POU4F1	NM_006237	1	2	79175550	79177461
13	-	PRHOXNB	NM_001105577	1	2	28552243	28562774
13	-	PROSER1	NM_025138	1	13	39585502	39611379
13	-	PSPC1	NM_001042414	2	10	20277315	20356897
13	-	RAB20	NM_017817	1	2	111176012	111213866
13	-	RASA3	NM_007368	1	24	114748758	114897964
13	-	RBM26	NM_022118	1	21	79894756	79979909
13	-	RCBTB1	NM_018191	3	13	50108258	50141415
13	-	RCBTB2	NM_001268	4	15	49064247	49096075
13	-	RNF113B	NM_178861	1	2	98828417	98829490
13	-	RNF219	NM_024546	1	6	79189715	79233255
13	-	RNF6	NM_005977	3	5	26787961	26793786
13	-	SACS	NM_014363	2	10	23904275	23985378
13	-	SHISA2	NM_001007538	1	2	26620651	26625113
13	-	SIAH3	NM_198849	1	2	46357518	46425764
13	-	SKA3	NM_145061	1	9	21729289	21750616
13	-	SLC10A2	NM_000452	1	6	103698483	103718599
13	-	SLC15A1	NM_005073	1	23	99336978	99404852
13	-	SLC25A30	NM_001010875	2	10	45970109	45985560
13	-	SLC46A3	NM_001135919	2	7	29275084	29292135
13	-	SLC7A1	NM_003045	3	13	30088617	30110325
13	-	SLITRK1	NM_052910	1	1	84453552	84455642
13	-	SLITRK6	NM_032229	2	2	86368118	86370643
13	-	SMAD9	NM_001127217	2	7	37422813	37453826
13	-	SOX21	NM_007084	1	1	95363473	95364303
13	-	SPG20	NM_015087	2	9	36878502	36909967
13	-	SPRY2	NM_005842	2	2	80910893	80911840
13	-	SPRYD7	NM_020456	1	5	50489199	50510371
13	-	STARD13	NM_178006	1	14	33679730	33859775
13	-	STK24	NM_001032296	1	11	99105427	99229040
13	-	STOML3	NM_145286	1	7	39540962	39564858
13	-	SUCLA2	NM_003850	1	11	48517506	48575405
13	-	TBC1D4	NM_014832	1	21	75860928	76055903
13	-	TGDS	NM_014305	1	12	95227036	95248390
13	-	THSD1	NM_018676	2	5	52951546	52976735
13	-	TMTC4	NM_032813	2	19	101257248	101322616
13	-	TPT1	NM_003295	1	6	45911521	45915204
13	-	TPTE2	NM_199254	2	21	19997202	20077374
13	-	TRPC4	NM_003306	2	11	38211040	38357470
13	-	TSC22D1	NM_183422	1	3	45008762	45150210
13	-	TUBA3C	NM_006001	1	5	19748003	19755887
13	-	TUBGCP3	NM_006322	1	22	113140307	113242294
13	-	UBL3	NM_007106	1	5	30341392	30423675
13	-	UGGT2	NM_020121	1	39	96454044	96705566
13	-	USP12	NM_182488	1	9	27643420	27745776
13	-	VPS36	NM_016075	1	14	52989965	53024729
13	-	XPO4	NM_022459	1	23	21357861	21476877
13	-	ZAR1L	NM_001136571	1	4	32878016	32886062
13	-	ZC3H13	NM_015070	2	17	46537957	46619642
13	-	ZDHHC20	NM_153251	1	12	21950787	22033310
13	-	ZIC5	NM_033132	1	2	100617631	100623929
13	-	ZMYM5	NM_001142684	3	8	20398617	20426320
14	+	ABHD12B	NM_001206673	1	13	51338893	51371084
14	+	ABHD4	NM_022060	1	7	23067216	23079854
14	+	ACOT2	NM_006821	1	3	74035945	74042217
14	+	ACOT4	NM_152331	1	3	74058664	74062358
14	+	ACOT6	NM_001037162	1	2	74083879	74086543
14	+	ACTR10	NM_018477	1	13	58666936	58701269
14	+	ADAM21	NM_003813	2	2	70924217	70926385
14	+	ADCK1	NM_020421	2	11	78285322	78399734
14	+	ADSSL1	NM_199165	1	13	105196230	105213340
14	+	AHSA1	NM_012111	1	9	77924533	77935592
14	+	AK7	NM_152327	1	18	96858492	96954680
14	+	AKAP5	NM_004857	2	2	64935113	64936396
14	+	AKAP6	NM_004274	2	13	32902700	33293979
14	+	AMN	NM_030943	1	12	103389026	103397017
14	+	ANG	NM_001097577	2	2	21161724	21162167
14	+	AP4S1	NM_001254729	2	6	31535403	31562241
14	+	APEX1	NM_001244249	2	5	20923805	20925667
14	+	ARF6	NM_001663	2	2	50360455	50360982
14	+	ARG2	NM_001172	1	8	68086695	68117637
14	+	ARHGAP5	NM_001030055	2	7	32559876	32624154
14	+	ARHGEF40	NM_018071	1	23	21538556	21557030
14	+	ARID4A	NM_002892	2	24	58766573	58838707
14	+	ASPG	NM_001080464	1	16	104552108	104578881
14	+	ATL1	NM_001127713	2	14	51026984	51099057
14	+	ATP5S	NM_001003803	1	5	50779739	50792441
14	+	BATF	NM_006399	1	3	75989026	76013014
14	+	BCL2L2-PABPN1	NM_001199864	3	9	23776977	23794495
14	+	BDKRB1	NM_000710	3	3	96730020	96731081
14	+	BDKRB2	NM_000623	2	3	96703445	96707841
14	+	BRMS1L	NM_032352	1	10	36295723	36339683
14	+	BTBD6	NM_033271	2	5	105715208	105717009
14	+	C14orf101	NM_017799	1	16	57046633	57114215
14	+	C14orf119	NM_017924	2	2	23566868	23567290
14	+	C14orf132	NM_001252507	1	2	96505838	96553072
14	+	C14orf159	NM_001102367	4	15	91626639	91691177
14	+	C14orf166	NM_016039	1	8	52456358	52471234
14	+	C14orf166B	NM_194287	1	14	77292839	77336492
14	+	C14orf169	NM_024644	1	1	73957723	73959647
14	+	C14orf177	NM_182560	3	4	99182529	99183611
14	+	C14orf178	NM_174943	1	3	78227386	78236021
14	+	C14orf180	NM_001008404	2	5	105052768	105055120
14	+	C14orf28	NM_001017923	2	5	45369639	45374753
14	+	C14orf79	NM_174891	1	5	105452769	105461096
14	+	C14orf80	NM_001134875	1	8	105957713	105965283
14	+	CALM1	NM_006888	1	6	90863575	90871061
14	+	CCNK	NM_001099402	2	11	99959015	99977119
14	+	CDKN3	NM_005192	1	8	54863787	54886796
14	+	CGRRF1	NM_006568	1	6	54976678	55005101
14	+	CHGA	NM_001275	1	8	93389705	93401229
14	+	CHURC1-FNTB	NM_001202559	1	14	65381133	65528030
14	+	CMTM5	NM_138460	1	5	23846461	23848696
14	+	COCH	NM_001135058	1	11	31344145	31358997
14	+	COQ6	NM_182476	1	12	74417036	74429702
14	+	COX8C	NM_182971	1	2	93813615	93814466
14	+	CPNE6	NM_006032	2	16	24542146	24546939
14	+	CPSF2	NM_017437	3	16	92597329	92628088
14	+	CRIP1	NM_001311	2	5	105953597	105954848
14	+	CRIP2	NM_001312	1	8	105941200	105945990
14	+	CTAGE5	NM_005930	1	24	39736664	39819468
14	+	CYP46A1	NM_006668	1	15	100150755	100193064
14	+	DAAM1	NM_014992	1	25	59730196	59835577
14	+	DACT1	NM_016651	1	4	59104921	59113852
14	+	DCAF11	NM_001163484	2	15	24584804	24592518
14	+	DCAF4	NM_015604	2	14	73404687	73425513
14	+	DHRS2	NM_182908	2	9	24108074	24114511
14	+	DHRS4	NM_021004	1	8	24422998	24438080
14	+	DIO3	NM_001362	1	1	102027834	102028748
14	+	DLK1	NM_003836	1	5	101193406	101201233
14	+	DLST	NM_001933	1	15	75348657	75369033
14	+	DNAL1	NM_031427	1	8	74111743	74162645
14	+	DYNC1H1	NM_001376	1	78	102431029	102516900
14	+	EDDM3A	NM_006683	2	2	21215740	21216183
14	+	EDDM3B	NM_022360	2	2	21238310	21238753
14	+	EIF2B2	NM_014239	1	8	75469694	75475891
14	+	EIF2S1	NM_004094	2	8	67831485	67850157
14	+	EIF5	NM_001969	3	12	103802198	103807389
14	+	EML1	NM_004434	1	22	100259814	100406449
14	+	ESRRB	NM_004452	4	11	76905697	76967064
14	+	EVL	NM_016337	1	14	100531838	100610075
14	+	EXD2	NM_001193361	2	9	69676188	69707817
14	+	EXOC3L4	NM_001077594	1	11	103566557	103576560
14	+	FAM177A1	NM_173607	1	5	35515670	35550434
14	+	FAM179B	NM_015091	1	19	45431625	45542764
14	+	FAM181A	NM_001207074	2	2	94394632	94395510
14	+	FAM71D	NM_173526	3	8	67664879	67691914
14	+	FANCM	NM_020937	1	23	45605235	45669211
14	+	FBXO34	NM_152231	2	2	55817109	55819244
14	+	FCF1	NM_015962	1	8	75179901	75201633
14	+	FITM1	NM_203402	1	2	24600773	24602032
14	+	FLRT2	NM_013231	2	2	86087859	86089841
14	+	FLVCR2	NM_017791	1	10	76045316	76112815
14	+	FOS	NM_005252	1	4	75745686	75748127
14	+	FOXG1	NM_005249	1	1	29236486	29237955
14	+	FRMD6	NM_152330	2	14	52156555	52194747
14	+	FUT8	NM_178156	2	10	66028282	66209128
14	+	G2E3	NM_017769	2	15	31050286	31085740
14	+	GALNTL1	NM_001168368	1	15	69727008	69818885
14	+	GEMIN2	NM_003616	1	10	39583510	39605683
14	+	GLRX5	NM_016417	1	2	96001427	96010462
14	+	GMPR2	NM_001002002	2	10	24702460	24707984
14	+	GNG2	NM_001243774	2	3	52417397	52433405
14	+	GOLGA5	NM_005113	2	13	93263783	93305791
14	+	GPHN	NM_020806	1	23	66975246	67647654
14	+	GPR137C	NM_001099652	1	7	53019866	53101833
14	+	GPR65	NM_003608	2	2	88477192	88478205
14	+	GSTZ1	NM_145870	1	9	77787512	77797538
14	+	HHIPL1	NM_001127258	1	9	100111545	100141963
14	+	HIF1A	NM_001530	1	15	62162523	62213803
14	+	HSPA2	NM_021979	1	1	65007568	65009487
14	+	IFI27	NM_001130080	2	5	94578029	94582864
14	+	IFI27L1	NM_145249	2	5	94563284	94568914
14	+	IFT43	NM_001102564	1	9	76452130	76549920
14	+	IL25	NM_172314	1	3	23842176	23845089
14	+	INF2	NM_022489	2	22	105167703	105181676
14	+	INSM2	NM_032594	1	1	36003459	36005159
14	+	IRF9	NM_006084	2	9	24631354	24635405
14	+	ISCA2	NM_194279	1	4	74960478	74961703
14	+	JDP2	NM_001135049	1	4	75899030	75936178
14	+	JKAMP	NM_016475	1	7	59951308	59970790
14	+	KCNK13	NM_022054	1	2	90528550	90651347
14	+	KHNYN	NM_015299	2	8	24899937	24906491
14	+	KIAA0247	NM_014734	2	6	70125310	70177696
14	+	KIAA0284	NM_001112726	2	19	105334788	105361295
14	+	KIAA0391	NM_014672	2	8	35592452	35742772
14	+	KIAA0586	NM_001244189	1	34	58894347	59014694
14	+	KIAA1737	NM_033426	2	4	77572052	77580661
14	+	KIF26A	NM_015656	1	15	104605060	104646127
14	+	KLC1	NM_001130107	2	16	104120902	104167540
14	+	KLHDC1	NM_172193	1	13	50159913	50218490
14	+	KLHDC2	NM_014315	1	13	50235187	50249671
14	+	KTN1	NM_001079521	2	44	56078767	56150821
