stable_id	display_label
ENST00000230085	NM_003795.4
ENST00000336777	NM_001278697.1
ENST00000336777	NM_003147.5
ENST00000349394	NM_007224.3
ENST00000301149	NM_001257199.1
ENST00000301149	NM_005276.3
ENST00000337502	NM_175698.2
ENST00000545154	NM_001170587.1
ENST00000426155	NM_152827.2
ENST00000207549	NM_199242.2
ENST00000413764	NM_001122834.2
ENST00000448521	NM_001014436.2
ENST00000541565	NM_001170564.1
ENST00000337743	NM_017714.2
ENST00000537898	NM_001170588.1
ENST00000392350	NM_001128150.1
ENST00000334636	NM_024514.4
ENST00000578681	NM_007372.3
ENST00000513104	NM_020389.2
ENST00000481070	NM_001271521.1
ENST00000481070	NM_001271522.1
ENST00000295568	NM_032505.2
ENST00000372577	NM_015354.2
ENST00000229179	NM_020401.2
ENST00000355832	NM_000124.3
ENST00000301295	NM_134444.4
ENST00000382668	NM_001142398.1
ENST00000392349	NM_016467.4
ENST00000282516	NM_133433.3
ENST00000282516	NM_015384.4
ENST00000404857	NM_001161353.1
ENST00000331737	NM_001143771.1
ENST00000382666	NM_001018104.2
ENST00000553804	NM_001144996.1
ENST00000332149	NM_005656.3
ENST00000355180	NM_001167577.1
ENST00000223500	NM_016410.5
ENST00000426057	NM_001167576.1
ENST00000283303	NM_153838.3
ENST00000538351	NM_001143769.1
ENST00000419016	NM_001195536.1
ENST00000427358	NM_031208.3
ENST00000324229	NM_000728.3
ENST00000257879	NM_002206.2
ENST00000376745	NM_001008709.1
ENST00000376745	NM_002708.3
ENST00000359478	NM_003480.2
ENST00000358239	NM_206873.1
ENST00000302851	NM_152289.2
ENST00000358358	NM_018281.3
ENST00000436087	NM_001143766.1
ENST00000442986	NM_182755.2
ENST00000442986	NM_001143768.1
ENST00000296591	NM_005711.4
ENST00000413025	NM_001143767.1
ENST00000310454	NM_001083112.2
ENST00000452305	NM_001143770.1
ENST00000440166	NM_001284313.1
ENST00000545995	NM_016614.2
ENST00000380138	NM_001278642.1
ENST00000297598	NM_018444.3
ENST00000297598	NM_001161781.1
ENST00000438166	NM_000408.4
ENST00000306875	NM_032382.4
ENST00000398585	NM_001135099.1
ENST00000389924	NM_203499.2
ENST00000520728	NM_001161780.1
ENST00000342245	NM_001007593.2
ENST00000342245	NM_000543.4
ENST00000467988	NM_001198962.1
ENST00000239174	NM_002144.3
ENST00000264717	NM_001486.3
ENST00000452168	NM_001144997.1
ENST00000342929	NM_176810.2
ENST00000252136	NM_022727.5
ENST00000252136	NM_182984.4
ENST00000252136	NM_001257994.1
ENST00000368977	NM_145315.3
ENST00000233154	NM_003581.4
ENST00000345843	NM_203283.2
ENST00000272425	NM_003960.3
ENST00000272425	NM_016347.2
ENST00000261520	NM_024611.5
ENST00000308873	NM_004350.2
ENST00000339209	NM_133325.2
ENST00000339209	NM_018288.3
ENST00000331587	NM_001741.2
ENST00000393349	NM_001004720.2
ENST00000337682	NM_001135812.1
ENST00000451463	NM_001004722.3
ENST00000396200	NM_001161779.1
ENST00000396372	NM_001033952.2
ENST00000330070	NM_002145.3
ENST00000383812	NM_032732.5
ENST00000341418	NM_001258024.1
ENST00000361010	NM_001033953.2
ENST00000399916	NM_001031680.2
ENST00000366774	NM_174910.1
ENST00000348160	NM_015874.4
ENST00000379611	NM_001040440.2
ENST00000526387	NM_001256508.1
ENST00000382142	NM_001040446.1
ENST00000261592	NM_001198546.1
ENST00000261592	NM_003787.4
ENST00000395766	NM_001135811.1
ENST00000395766	NM_021238.2
ENST00000341464	NM_001242895.1
ENST00000291971	NM_176811.2
ENST00000587536	NM_001242812.1
ENST00000369209	NM_025015.2
ENST00000395473	NM_009587.2
ENST00000505019	NM_018392.4
ENST00000302228	NM_002308.3
ENST00000371764	NM_017895.7
ENST00000535384	NM_001198549.1
ENST00000344710	NM_001164502.1
ENST00000276390	NM_001693.3
ENST00000367007	NM_172362.2
ENST00000367007	NM_002238.3
ENST00000561114	NM_001276385.1
ENST00000377255	NM_001242894.1
ENST00000468694	NM_001122956.1
ENST00000252211	NM_024493.3
ENST00000258418	NM_016289.3
ENST00000395557	NM_152549.2
ENST00000410084	NM_001130850.1
ENST00000325814	NM_001130677.1
ENST00000265342	NM_015082.1
ENST00000271620	NM_021222.1
ENST00000409558	NM_016516.2
ENST00000409558	NM_001005739.1
ENST00000369005	NM_206862.2
ENST00000259021	NM_007067.4
ENST00000409788	NM_001130849.1
ENST00000538587	NM_001198547.1
ENST00000379310	NM_015058.1
ENST00000348428	NM_006785.3
ENST00000348428	NM_173844.2
ENST00000494774	NM_014063.6
ENST00000454930	NM_001199156.1
ENST00000340806	NM_001080460.1
ENST00000513429	NM_206861.1
ENST00000395064	NM_152735.3
ENST00000265028	NM_016306.4
ENST00000509773	NM_001199157.1
ENST00000334955	NM_198467.2
ENST00000510819	NM_001199158.1
ENST00000281496	NM_001009814.1
ENST00000424009	NM_001199155.1
ENST00000312390	NM_198517.3
ENST00000342295	NM_005349.3
ENST00000390649	NM_153447.4
ENST00000355476	NM_203284.2
ENST00000435564	NM_001258312.1
ENST00000435564	NM_005019.4
ENST00000269185	NM_001198548.1
ENST00000410103	NM_001003683.2
ENST00000302472	NM_000958.2
ENST00000332512	NM_020639.2
ENST00000397344	NM_152764.2
ENST00000258412	NM_022152.4
ENST00000439632	NM_001018089.2
ENST00000397525	NM_001164501.1
ENST00000311626	NM_002146.4
ENST00000379303	NM_001037171.1
ENST00000272424	NM_016058.2
ENST00000270233	NM_005581.4
ENST00000270233	NM_001013257.2
ENST00000270459	NM_001002836.2
ENST00000490734	NM_001284315.1
ENST00000330125	NM_019843.3
ENST00000361518	NM_145806.2
ENST00000412554	NM_001163560.2
ENST00000373208	NM_139155.2
ENST00000336430	NM_001033583.2
ENST00000293648	NM_017656.3
ENST00000225512	NM_030753.4
ENST00000360561	NM_206860.1
ENST00000373207	NM_080722.3
ENST00000231423	NM_001204316.1
ENST00000351439	NM_001258313.1
ENST00000513753	NM_001204317.1
ENST00000443547	NM_001009606.2
ENST00000372564	NM_020145.2
ENST00000289788	NM_001012455.1
ENST00000316428	NM_024727.3
ENST00000316428	NM_001277127.1
ENST00000493112	NM_001177599.1
ENST00000549987	NM_001202559.1
ENST00000260733	NM_006997.2
ENST00000264676	NM_001277128.1
ENST00000377803	NM_003542.3
ENST00000348262	NM_001204318.1
ENST00000374467	NM_001188.3
ENST00000476809	NM_001197114.1
ENST00000372067	NM_001025367.2
ENST00000372067	NM_001025369.2
ENST00000372067	NM_001171625.1
ENST00000372067	NM_001171629.1
ENST00000372067	NM_001171626.1
ENST00000372067	NM_001025368.2
ENST00000372067	NM_001025366.2
ENST00000372067	NM_001171623.1
ENST00000372067	NM_001171624.1
ENST00000372067	NM_001033756.2
ENST00000372067	NM_001171627.1
ENST00000372067	NM_003376.5
ENST00000372559	NM_001287046.1
ENST00000307227	NM_003848.3
ENST00000485419	NM_001197113.1
ENST00000372554	NM_001287045.1
ENST00000317096	NM_018622.5
ENST00000396077	NM_181489.5
ENST00000528896	NM_014680.3
ENST00000257663	NM_032936.3
ENST00000337808	NM_001197107.1
ENST00000337808	NM_014575.3
ENST00000202816	NM_001276380.1
ENST00000202816	NM_016649.3
ENST00000337080	NM_018337.3
ENST00000337080	NM_001253792.1
ENST00000371211	NM_181744.3
ENST00000337702	NM_012382.2
ENST00000448622	NM_001130032.1
ENST00000448622	NM_001130031.1
ENST00000381808	NM_015685.5
ENST00000027335	NM_004063.3
ENST00000290015	NM_003396.1
ENST00000325718	NM_005937.3
ENST00000382002	NM_000949.5
ENST00000311101	NM_001037639.1
ENST00000527095	NM_001197108.1
ENST00000324450	NM_001171622.1
ENST00000450165	NM_001144663.1
ENST00000361871	NM_016332.2
ENST00000308293	NM_152630.4
ENST00000295981	NM_153461.3
ENST00000605788	NM_004741.3
ENST00000310101	NM_001204315.1
ENST00000538312	NM_001170574.1
ENST00000328923	NM_005412.5
ENST00000328923	NM_001166356.1
ENST00000273784	NM_001622.2
ENST00000309212	NM_032348.2
ENST00000309212	NM_001282582.1
ENST00000367006	NM_001136224.2
ENST00000339987	NM_001199784.1
ENST00000445648	NM_001282585.1
ENST00000379554	NM_001031853.4
ENST00000360779	NM_080489.4
ENST00000382659	NM_001006118.2
ENST00000477278	NM_001282583.1
ENST00000452621	NM_001136225.1
ENST00000341276	NM_001242699.1
ENST00000379556	NM_001042536.2
ENST00000382673	NM_001006120.2
ENST00000488254	NM_001284389.1
ENST00000361902	NM_182701.1
ENST00000528567	NM_001278315.1
ENST00000342753	NM_001282584.1
ENST00000530161	NM_001278313.1
ENST00000530161	NM_001278314.1
ENST00000525218	NM_001278316.1
ENST00000403601	NM_153460.3
ENST00000342362	NM_001204314.1
ENST00000285208	NM_016577.3
ENST00000274547	NM_000813.2
ENST00000274547	NM_021911.2
ENST00000259938	NM_001832.3
ENST00000405356	NM_001284388.1
ENST00000419091	NM_001136223.1
ENST00000366772	NM_001278531.1
ENST00000455057	NM_001203265.1
ENST00000367005	NM_018254.3
ENST00000358511	NM_001102608.1
ENST00000540871	NM_001282234.1
ENST00000392095	NM_001278532.1
ENST00000366773	NM_018341.2
ENST00000413608	NM_001203263.1
ENST00000413608	NM_001203264.1
ENST00000343882	NM_201559.2
ENST00000371697	NM_014391.2
ENST00000378061	NM_001001661.2
ENST00000406360	NM_001455.3
ENST00000268661	NM_005061.2
ENST00000418781	NM_001278533.1
ENST00000257549	NM_006843.2
ENST00000372064	NM_001025370.2
ENST00000372064	NM_001171628.1
ENST00000379270	NM_002970.2
ENST00000360215	NM_182548.3
ENST00000338379	NM_005323.3
ENST00000282570	NM_178439.3
ENST00000261479	NM_002791.1
ENST00000249636	NM_016166.1
ENST00000264596	NM_018248.2
ENST00000255622	NM_000283.3
ENST00000255622	NM_001145291.1
ENST00000375654	NM_005527.3
ENST00000428432	NM_182610.2
ENST00000408939	NM_152517.2
ENST00000368695	NM_145235.3
ENST00000396984	NM_003526.2
ENST00000259213	NM_014438.4
ENST00000457104	NM_001171630.1
ENST00000371514	NM_002979.4
ENST00000555764	NM_001282233.1
ENST00000555764	NM_001282232.1
ENST00000340001	NM_080283.3
ENST00000327407	NM_173178.2
ENST00000230480	NM_001287044.1
ENST00000355689	NM_152275.3
ENST00000384215	NR_002952.1
ENST00000408964	NM_032266.3
ENST00000368931	NM_138278.3
ENST00000393456	NM_004287.3
ENST00000528311	NM_001193617.1
ENST00000429163	NM_001145292.1
ENST00000371509	NM_001193600.1
ENST00000307823	NM_020811.1
ENST00000436261	NM_001287349.1
ENST00000389082	NM_144973.3
ENST00000305249	NM_001058.3
ENST00000333676	NM_002949.3
ENST00000415811	NM_001012511.1
ENST00000407246	NM_001193599.1
ENST00000336378	NM_015262.2
ENST00000251413	NM_001070.4
ENST00000400137	NM_000801.4
ENST00000540872	NM_001169106.1
ENST00000537517	NM_001169107.1
ENST00000268668	NM_004548.2
ENST00000409848	NM_015727.2
ENST00000377791	NM_003512.3
ENST00000371513	NM_001007098.2
ENST00000414700	NM_001166358.1
ENST00000423745	NM_001166222.1
ENST00000299290	NM_152710.2
ENST00000225567	NM_054022.2
ENST00000402752	NM_002882.3
ENST00000402752	NM_001278640.1
ENST00000379540	NM_002504.4
ENST00000381719	NM_054014.3
ENST00000394900	NM_015533.3
ENST00000397128	NM_006251.5
ENST00000397128	NM_206907.3
ENST00000357324	NM_020410.2
ENST00000264904	NM_003715.2
ENST00000404459	NM_001102469.1
ENST00000264595	NM_001171988.1
ENST00000264595	NM_000027.3
ENST00000229416	NM_001197115.1
ENST00000229416	NM_001498.3
ENST00000379521	NM_147133.2
ENST00000375651	NM_005345.5
ENST00000313546	NM_172240.2
ENST00000553474	NM_001166359.1
ENST00000295294	NM_001159642.1
ENST00000318524	NM_147134.2
ENST00000393600	NM_004699.3
ENST00000359187	NM_181077.3
ENST00000369950	NM_001563.2
ENST00000369950	NM_001282368.1
ENST00000478136	NM_213609.3
ENST00000549035	NM_001199777.1
ENST00000449049	NM_001166357.1
ENST00000236273	NM_015484.4
ENST00000418705	NM_001278641.1
ENST00000315396	NM_144577.3
ENST00000430330	NM_001007099.2
ENST00000430330	NM_001007100.2
ENST00000261464	NM_001033910.2
ENST00000367004	NM_145759.2
ENST00000238044	NM_032411.2
ENST00000336184	NM_004619.3
ENST00000354361	NM_207170.3
ENST00000393913	NM_001135032.1
ENST00000338338	NM_017900.2
ENST00000288022	NM_022341.1
ENST00000366756	NM_005618.3
ENST00000358369	NM_032809.2
ENST00000264711	NM_016544.2
ENST00000264711	NM_001198559.1
ENST00000321751	NM_001127230.1
ENST00000375515	NM_001164417.2
ENST00000378853	NM_001127229.1
ENST00000377976	NM_001080516.1
ENST00000396194	NM_181702.2
ENST00000276049	NM_001278701.1
ENST00000276049	NM_001278702.1
ENST00000219150	NM_007074.3
ENST00000219150	NM_001193333.2
ENST00000233712	NM_032181.2
ENST00000297596	NM_005261.3
ENST00000295569	NM_182522.4
ENST00000295569	NM_001005527.2
ENST00000367002	NM_001164688.1
ENST00000367002	NM_183059.2
ENST00000345635	NM_138432.2
ENST00000379226	NM_024122.4
ENST00000337343	NM_178009.3
ENST00000397333	NM_175066.3
ENST00000408941	NM_001007250.2
ENST00000367001	NM_021194.2
ENST00000355883	NM_174943.3
ENST00000374127	NM_170753.3
ENST00000431636	NM_001288591.1
ENST00000359396	NM_018646.4
ENST00000412168	NM_001509.2
ENST00000261491	NM_152910.4
ENST00000326427	NM_030926.4
ENST00000326427	NM_001287241.1
ENST00000394945	NM_004598.3
ENST00000439131	NM_001173978.1
ENST00000335005	NM_001012514.1
ENST00000272444	NM_003584.2
ENST00000341840	NM_025169.1
ENST00000408937	NM_014491.3
ENST00000408937	NM_148898.3
ENST00000408937	NM_001172766.2
ENST00000603152	NM_001277058.1
ENST00000469384	NM_003996.3
ENST00000384111	NR_002919.1
ENST00000265801	NM_021020.2
ENST00000326407	NM_001012516.1
ENST00000357330	NM_033106.3
ENST00000378106	NM_024120.4
ENST00000364902	NR_002991.1
ENST00000319974	NM_153689.5
ENST00000363786	NR_002990.1
ENST00000273320	NM_018651.2
ENST00000273320	NM_001288590.1
ENST00000389916	NM_153209.3
ENST00000441889	NM_001243552.1
ENST00000297988	NM_001170.1
ENST00000447279	NM_001288592.1
ENST00000270221	NM_001425.2
ENST00000440823	NM_001145546.1
ENST00000457674	NM_001199814.1
ENST00000540693	NM_001204504.1
ENST00000359120	NM_152550.3
ENST00000368926	NM_017860.3
ENST00000422911	NM_001282934.1
ENST00000307305	NM_001127358.1
ENST00000515869	NM_001277059.1
ENST00000441310	NM_000534.4
ENST00000254940	NM_016101.4
ENST00000379211	NM_001169574.1
ENST00000379211	NM_152761.2
ENST00000536612	NM_001204506.1
ENST00000536612	NM_001204505.1
ENST00000268919	NM_032559.4
ENST00000358992	NM_001080456.2
ENST00000285814	NM_032390.4
ENST00000254941	NM_001199434.1
ENST00000463598	NM_001039375.2
ENST00000369947	NM_000863.1
ENST00000360232	NM_148899.3
ENST00000398548	NM_001040424.1
ENST00000295066	NM_032574.2
ENST00000390668	NM_001172767.2
ENST00000476287	NM_032448.1
ENST00000476287	NM_001286380.1
ENST00000476287	NM_001286379.1
ENST00000202773	NM_000970.3
ENST00000415251	NM_001127360.1
ENST00000328046	NM_030624.2
ENST00000602452	NM_001282136.1
ENST00000403559	NM_148900.3
ENST00000346807	NM_173170.1
ENST00000393200	NM_012275.2
ENST00000373202	NM_003901.3
ENST00000406950	NM_001080477.1
ENST00000263239	NM_006773.3
ENST00000424576	NM_001024662.1
ENST00000450574	NM_001127359.1
ENST00000252510	NM_001286381.1
ENST00000311450	NM_001029869.1
ENST00000366999	NM_002497.3
ENST00000331531	NM_001270888.1
ENST00000288025	NM_144676.3
ENST00000383811	NM_015513.4
ENST00000372546	NM_020438.4
ENST00000397902	NM_001077624.1
ENST00000371500	NM_001199080.1
ENST00000452070	NM_001077415.2
ENST00000323064	NM_001035507.2
ENST00000406974	NM_001135917.1
ENST00000350690	NM_012140.4
ENST00000350690	NM_001270953.1
ENST00000355467	NM_001271289.1
ENST00000355467	NM_001271288.1
ENST00000355467	NM_001271287.1
ENST00000355467	NM_032434.3
ENST00000355467	NM_001271318.1
ENST00000366998	NM_001204183.1
ENST00000312553	NM_001199081.1
ENST00000312553	NM_153703.4
ENST00000326434	NM_001031717.3
ENST00000452236	NM_052923.1
ENST00000304218	NM_005321.2
ENST00000416005	NM_001271286.1
ENST00000260777	NM_018330.6
ENST00000360131	NM_021831.5
ENST00000395871	NM_001199082.1
ENST00000409823	NM_001128143.1
ENST00000524240	NM_001495.4
ENST00000608655	NM_001257319.1
ENST00000336148	NM_012415.3
ENST00000269844	NM_022115.3
ENST00000314728	NM_014964.4
ENST00000404743	NM_001128215.1
ENST00000478113	NM_001286695.1
ENST00000391713	NM_024303.1
ENST00000289316	NM_138720.2
ENST00000216797	NM_020529.2
ENST00000025301	NM_016248.3
ENST00000608704	NM_001257320.1
ENST00000608704	NM_001257326.1
ENST00000377777	NM_021063.3
ENST00000392644	NM_032131.4
ENST00000305321	NM_001039182.1
ENST00000355371	NM_001258299.1
ENST00000355371	NM_001127211.2
ENST00000355371	NM_001258298.1
ENST00000297592	NM_001205262.2
ENST00000396105	NM_021035.2
ENST00000609360	NM_001164.3
ENST00000300213	NM_012142.4
ENST00000400782	NM_001165039.1
ENST00000400782	NM_001165038.1
ENST00000368972	NM_001286609.1
ENST00000448060	NM_001031733.2
ENST00000392901	NM_001258300.1
ENST00000356530	NM_003523.2
ENST00000369940	NM_001010844.3
ENST00000375650	NM_005346.4
ENST00000416283	NM_020432.4
ENST00000416283	NM_001127357.1
ENST00000311051	NM_145689.1
ENST00000226105	NM_016492.4
ENST00000395618	NM_001102664.1
ENST00000366997	NM_014873.2
ENST00000608394	NM_001257321.1
ENST00000354611	NM_001039693.2
ENST00000375511	NM_001009616.3
ENST00000262193	NM_002793.3
ENST00000407006	NM_001177802.1
ENST00000407006	NM_001177801.1
ENST00000506491	NM_001257195.1
ENST00000467889	NM_033429.2
ENST00000297991	NM_004925.4
ENST00000371494	NM_006671.4
ENST00000551812	NM_013449.3
ENST00000447232	NM_001128144.1
ENST00000353088	NM_018839.4
ENST00000540998	NM_001038707.1
ENST00000322734	NM_173658.2
ENST00000540479	NM_001286694.1
ENST00000412055	NM_207351.3
ENST00000357235	NM_020239.3
ENST00000344442	NM_016648.3
ENST00000508657	NM_001257194.1
ENST00000345662	NM_199436.1
ENST00000312629	NM_003952.2
ENST00000371491	NM_001287596.1
ENST00000247977	NM_017703.1
ENST00000357067	NM_001012732.1
ENST00000425386	NM_130775.2
ENST00000253039	NM_001415.3
ENST00000254942	NM_005652.4
ENST00000509061	NM_001267039.1
ENST00000309755	NM_017415.2
ENST00000397832	NM_001042706.2
ENST00000438320	NM_001921.2
ENST00000609331	NM_001257325.1
ENST00000358545	NM_033012.3
ENST00000530885	NM_001257323.1
ENST00000336126	NM_032373.4
ENST00000336126	NM_001257101.1
ENST00000315285	NM_014946.3
ENST00000476071	NM_001206736.1
ENST00000283148	NM_001253875.1
ENST00000283148	NM_025076.4
ENST00000543648	NM_001256549.1
ENST00000451172	NM_001042705.2
ENST00000347697	NM_148921.3
ENST00000482126	NM_001197100.1
ENST00000216879	NM_016143.4
ENST00000550697	NM_021019.4
ENST00000371486	NM_000098.2
ENST00000398795	NM_003701.3
ENST00000313766	NM_020223.3
ENST00000427159	NM_017647.3
ENST00000343262	NM_002952.3
ENST00000409032	NM_001253876.1
ENST00000275766	NM_080660.3
ENST00000337002	NM_003262.3
ENST00000523217	NM_000811.2
ENST00000286719	NM_006239.2
ENST00000324052	NM_015454.2
ENST00000375640	NM_001040438.1
ENST00000375640	NM_001287484.1
ENST00000329623	NM_199050.2
ENST00000341865	NM_001164446.1
ENST00000344387	NM_006991.3
ENST00000304312	NM_007100.3
ENST00000357529	NM_020734.2
ENST00000368921	NM_006818.3
ENST00000515763	NM_001867.2
ENST00000537894	NM_182508.2
ENST00000383745	NM_001024855.1
ENST00000375639	NM_001287483.1
ENST00000380486	NM_015500.1
ENST00000429989	NM_030927.2
ENST00000375638	NM_001040437.1
ENST00000375638	NM_001287482.1
ENST00000528252	NM_001145811.1
ENST00000375635	NM_001287487.1
ENST00000481124	NM_001128309.1
ENST00000249806	NM_017882.2
ENST00000389614	NM_002083.3
ENST00000444249	NM_033204.2
ENST00000527619	NM_017508.2
ENST00000547649	NM_079423.3
ENST00000307169	NM_032594.3
ENST00000528429	NM_001145819.1
ENST00000375633	NM_001287488.1
ENST00000375491	NM_130776.1
ENST00000481490	NM_001256141.1
ENST00000229266	NM_020244.2
ENST00000346279	NM_133179.2
ENST00000371741	NM_004975.2
ENST00000348931	NM_199321.2
ENST00000294072	NM_153611.4
ENST00000294072	NM_001161452.1
ENST00000294360	NM_017887.1
ENST00000345535	NM_001015000.2
ENST00000423325	NM_003137.4
ENST00000408564	NR_002968.1
ENST00000322329	NM_203400.4
ENST00000383885	NR_002950.1
ENST00000251303	NM_001014999.2
ENST00000432498	NM_014775.3
ENST00000384583	NR_002951.1
ENST00000377940	NM_198844.2
ENST00000392092	NM_003194.4
ENST00000540980	NM_001172085.1
ENST00000328396	NM_178517.3
ENST00000396356	NM_033326.3
ENST00000252485	NM_002856.2
ENST00000379177	NM_003410.3
ENST00000379177	NM_001178085.1
ENST00000286195	NM_152525.5
ENST00000053469	NM_000409.3
ENST00000529983	NM_003774.4
ENST00000426851	NM_020781.3
ENST00000232564	NM_021629.3
ENST00000267512	NM_198686.2
ENST00000529221	NM_017868.3
ENST00000299299	NM_000281.2
ENST00000306917	NM_015322.4
ENST00000408895	NM_025041.2
ENST00000569714	NM_174903.4
ENST00000439802	NM_001168216.1
ENST00000318080	NM_001257363.1
ENST00000318080	NM_000755.3
ENST00000252483	NM_001042724.1
ENST00000245046	NM_018447.2
ENST00000359213	NM_212543.1
ENST00000334554	NM_013373.3
ENST00000398505	NM_001098403.1
ENST00000393765	NM_003778.3
ENST00000439140	NM_001168221.1
ENST00000400288	NM_001007467.2
ENST00000310826	NM_001098402.1
ENST00000379188	NM_001178084.1
ENST00000379188	NM_001178095.1
ENST00000430150	NM_001242489.1
ENST00000450242	NM_001168217.1
ENST00000405930	NM_001185024.1
ENST00000412319	NM_001242493.1
ENST00000412319	NM_001242496.1
ENST00000416841	NM_001242494.1
ENST00000416841	NM_001242490.1
ENST00000416841	NM_014138.4
ENST00000575882	NM_005486.2
ENST00000509613	NM_001099684.1
ENST00000539115	NM_001178086.1
ENST00000261731	NM_022363.2
ENST00000420008	NM_170686.2
ENST00000398511	NM_020727.4
ENST00000371361	NM_022451.9
ENST00000586895	NM_001048241.2
ENST00000274217	NM_019018.2
ENST00000274457	NM_020177.2
ENST00000426130	NM_001161454.1
ENST00000371470	NM_002370.3
ENST00000439660	NM_001136498.1
ENST00000321617	NM_020753.4
ENST00000358666	NM_024292.3
ENST00000313640	NM_001002264.2
ENST00000373275	NM_153252.4
ENST00000307892	NM_030579.2
ENST00000433559	NM_001142643.2
ENST00000313624	NM_033255.3
ENST00000368918	NM_144618.2
ENST00000344099	NM_021030.2
ENST00000231512	NM_020199.2
ENST00000269260	NM_001257328.1
ENST00000269260	NM_004313.3
ENST00000269260	NM_001257330.1
ENST00000426034	NM_001171740.2
ENST00000392514	NM_001002.3
ENST00000330579	NM_024078.1
ENST00000310926	NM_005630.2
ENST00000370905	NM_001003760.4
ENST00000550487	NM_001257134.1
ENST00000550487	NM_032901.3
ENST00000357203	NM_016210.4
ENST00000252939	NM_015722.3
ENST00000369682	NM_017514.3
ENST00000550654	NM_001257133.1
ENST00000449241	NM_001171741.2
ENST00000043402	NM_023004.5
ENST00000276420	NM_003974.2
ENST00000402802	NM_033023.4
ENST00000441239	NM_001171743.2
ENST00000403714	NM_014971.1
ENST00000293261	NM_018273.2
ENST00000242351	NM_020119.3
ENST00000340756	NM_003539.3
ENST00000354513	NM_002607.5
ENST00000436639	NM_014454.2
ENST00000541970	NM_001199462.1
ENST00000541970	NM_002598.3
ENST00000244043	NM_000961.3
ENST00000379162	NM_005391.4
ENST00000346341	NM_199004.1
ENST00000346341	NM_001257331.1
ENST00000353159	NM_139235.3
ENST00000471652	NM_024625.3
ENST00000302071	NM_001199934.1
ENST00000441463	NM_001142386.2
ENST00000427199	NM_021649.6
ENST00000504548	NM_032862.4
ENST00000356644	NM_001199933.1
ENST00000540643	NM_001258325.1
ENST00000443326	NM_001258326.1
ENST00000443326	NM_001258327.1
ENST00000379221	NM_013238.2
ENST00000450683	NM_001145404.1
ENST00000335670	NM_134261.2
ENST00000377831	NM_003530.4
ENST00000389682	NM_004622.2
ENST00000389682	NM_001261401.1
ENST00000339488	NM_001013732.3
ENST00000309157	NM_002943.3
ENST00000575877	NM_001257329.1
ENST00000517649	NM_004536.2
ENST00000338971	NM_177552.3
ENST00000301310	NM_144690.1
ENST00000398738	NM_207499.2
ENST00000523981	NM_022892.1
ENST00000408376	NR_003021.2
ENST00000408996	NM_001164469.2
ENST00000408996	NM_001164468.2
ENST00000261523	NM_134260.2
ENST00000336078	NM_018181.4
ENST00000392040	NM_005683.3
ENST00000449337	NM_134262.2
ENST00000066544	NM_001256.3
ENST00000066544	NM_001114091.1
ENST00000366994	NM_001199811.1
ENST00000366994	NM_015434.3
ENST00000366994	NM_001199812.1
ENST00000400809	NM_030937.4
ENST00000304718	NM_024835.4
ENST00000344846	NM_012451.3
ENST00000341023	NM_021065.3
ENST00000445224	NM_001197109.1
ENST00000537445	NM_001199461.1
ENST00000537445	NM_001199464.1
ENST00000335350	NM_170744.4
ENST00000378072	NM_001271539.1
ENST00000440600	NM_001199809.1
ENST00000373192	NM_001244889.1
ENST00000403733	NM_024949.5
ENST00000220966	NM_023078.3
ENST00000379343	NM_001193513.1
ENST00000443345	NM_001199463.1
ENST00000443345	NM_144781.2
ENST00000248879	NM_033257.3
ENST00000379145	NM_001163264.1
ENST00000295589	NM_000730.2
ENST00000370005	NM_152310.1
ENST00000423766	NM_145202.4
ENST00000333201	NM_001159861.1
ENST00000333201	NM_152478.2
ENST00000458230	NM_001145201.1
ENST00000261488	NM_017993.3
ENST00000261488	NM_001242863.1
ENST00000400159	NM_002477.1
ENST00000297990	NM_022917.4
ENST00000356768	NM_001163265.1
ENST00000360797	NM_007144.2
ENST00000408918	NM_001039577.3
ENST00000291598	NM_001159860.1
ENST00000412891	NM_001127615.1
ENST00000243189	NM_020317.3
ENST00000370002	NM_005029.3
ENST00000389567	NM_031913.3
ENST00000252487	NM_001128916.1
ENST00000252487	NM_006114.2
ENST00000379144	NM_004845.4
ENST00000433428	NM_139073.3
ENST00000228306	NM_053275.3
ENST00000474039	NM_001242957.1
ENST00000474039	NM_001242385.1
ENST00000474039	NM_005906.4
ENST00000265029	NM_014375.2
ENST00000568546	NM_006453.2
ENST00000409311	NM_001278617.1
ENST00000282587	NM_017964.3
ENST00000265333	NM_003374.2
ENST00000326294	NM_005608.2
ENST00000426677	NM_001128917.1
ENST00000545145	NM_001146699.1
ENST00000327475	NM_001206927.1
ENST00000435660	NM_001193514.1
ENST00000394434	NM_020117.9
ENST00000538303	NM_001193515.1
ENST00000371681	NM_173497.2
ENST00000392561	NM_001146698.1
ENST00000247970	NM_006221.3
ENST00000444614	NM_144974.3
ENST00000398004	NM_018656.2
ENST00000264951	NM_019001.3
ENST00000317551	NM_147190.2
ENST00000261741	NM_016196.3
ENST00000456936	NM_181836.5
ENST00000278826	NM_016464.4
ENST00000302759	NM_004336.4
ENST00000392981	NM_001042604.1
ENST00000392981	NM_001282857.1
ENST00000422258	NM_014267.5
ENST00000286063	NM_016953.3
ENST00000290943	NM_001244752.1
ENST00000397325	NM_021808.3
ENST00000587834	NM_033280.2
ENST00000596745	NM_001198945.1
